distancia,tipo_envio,restriccion,antiguedad_dias,prioridad
84.32,express,valioso,3.22,alta
52.95,express,ninguna,3.11,alta
39.6,express,ninguna,5.57,alta
10.84,express,ninguna,3.58,alta
86.58,normal,valioso,4.49,media
3.88,normal,ninguna,4.26,media
98.09,normal,valioso,3.63,media
9.07,express,ninguna,3.46,alta
22.24,express,valioso,3.83,alta
62.04,normal,ninguna,7.94,alta
4.26,express,ninguna,3.4,alta
70.02,express,ninguna,4.24,alta
68.65,express,ninguna,3.38,alta
23.61,express,valioso,4.27,alta
64.14,normal,ninguna,2.84,media
13.07,express,ninguna,3.27,alta
16.53,normal,ninguna,2.06,baja
4.54,normal,ninguna,3.98,media
22.74,express,valioso,4.04,alta
32.4,normal,ninguna,1.96,baja
95.68,express,ninguna,13.24,alta
7.84,normal,valioso,3.92,media
40.19,express,valioso,4.02,alta
14.33,express,ninguna,4.24,alta
84.67,express,ninguna,3.98,alta
84.21,normal,valioso,3.6,media
93.46,express,valioso,4.19,alta
83.43,express,ninguna,4.31,alta
59.46,express,ninguna,4.51,alta
57.41,express,ninguna,4.55,alta
93.87,express,ninguna,4.11,alta
64.85,normal,ninguna,13.58,alta
49.22,normal,ninguna,12.43,alta
24.13,normal,ninguna,2.39,baja
57.52,normal,ninguna,2.71,media
1.77,normal,ninguna,3.93,media
4.86,normal,ninguna,4.18,media
5.56,express,ninguna,3.31,alta
65.2,normal,ninguna,2.44,media
4.61,normal,ninguna,4.85,media
9.98,express,ninguna,3.39,alta
55.48,express,valioso,3.97,alta
76.9,express,ninguna,4.01,alta
14.95,normal,ninguna,1.38,baja
13.68,normal,valioso,3.71,media
10.15,express,ninguna,4.25,alta
39.31,express,ninguna,5.18,alta
18.17,express,valioso,3.62,alta
56.6,normal,ninguna,8.2,alta
54.44,express,valioso,3.78,alta
4.46,express,ninguna,4.46,alta
94.12,express,ninguna,3.8,alta
82.42,express,ninguna,4.44,alta
44.61,express,ninguna,8.77,alta
57.93,express,ninguna,4.5,alta
48.66,express,valioso,3.58,alta
42.46,normal,ninguna,2.22,baja
32.92,express,valioso,4.43,alta
13.79,express,ninguna,3.21,alta
4.32,normal,ninguna,3.52,media
69.76,express,ninguna,3.83,alta
54.59,express,valioso,4.11,alta
65.68,normal,valioso,3.29,media
44.43,normal,valioso,4.39,media
25.89,express,valioso,4.1,alta
92.18,normal,ninguna,8.38,alta
5.24,express,ninguna,3.4,alta
6.95,express,ninguna,3.9,alta
42.35,express,valioso,3.61,alta
1.9,normal,ninguna,3.57,media
80.7,express,ninguna,13.03,alta
81.35,express,valioso,3.48,alta
95.15,express,ninguna,4.58,alta
12.89,express,ninguna,4.42,alta
99.71,normal,valioso,3.12,media
48.39,normal,valioso,3.64,media
3.72,normal,ninguna,4.66,media
2.46,normal,ninguna,4.78,media
1.34,normal,ninguna,3.8,media
4.79,normal,ninguna,4.55,media
67.85,express,ninguna,3.72,alta
23.89,express,ninguna,6.05,alta
3.58,normal,ninguna,3.53,media
13.54,express,ninguna,4.07,alta
20.58,normal,ninguna,0.91,baja
34.19,normal,valioso,3.96,media
45.7,express,valioso,3.26,alta
11.23,express,ninguna,3.99,alta
70.92,normal,ninguna,2.34,media
92.59,normal,valioso,4.05,media
8.1,express,ninguna,3.21,alta
75.85,express,ninguna,4.16,alta
47.4,express,valioso,4.85,alta
28.94,express,ninguna,7.82,alta
70.38,normal,valioso,4.69,media
38.4,normal,ninguna,0.4,baja
23.86,normal,valioso,4.3,media
69.67,normal,valioso,4.33,media
59.33,normal,ninguna,1.36,media
94.3,express,ninguna,13.73,alta
10.56,express,ninguna,3.64,alta
1.28,express,ninguna,4.17,alta
4.78,normal,ninguna,3.6,media
11.95,express,ninguna,3.95,alta
6.33,express,ninguna,4.1,alta
8.85,normal,valioso,4.75,media
90.09,express,ninguna,3.67,alta
11.99,normal,valioso,3.51,media
52.51,express,ninguna,4.72,alta
97.87,express,ninguna,3.7,alta
2.15,normal,ninguna,3.94,media
28.72,express,valioso,4.88,alta
99.36,normal,ninguna,1.25,media
9.13,normal,ninguna,1.23,baja
35.88,normal,ninguna,0.41,baja
75.33,express,ninguna,4.63,alta
37.4,express,valioso,3.57,alta
31.09,express,ninguna,8.11,alta
3.84,normal,ninguna,4.41,media
10.08,express,ninguna,4.82,alta
13.46,express,valioso,4.26,alta
56.44,express,ninguna,3.46,alta
37.44,normal,ninguna,2.45,baja
97.6,express,valioso,4.04,alta
11.2,express,ninguna,4.87,alta
47.17,express,valioso,4.64,alta
46.29,normal,ninguna,2.09,baja
8.59,express,ninguna,3.7,alta
2.37,normal,ninguna,4.5,media
68.88,express,ninguna,3.44,alta
38.81,normal,ninguna,14.81,alta
5.88,express,valioso,4.73,alta
2.97,normal,ninguna,3.51,media
71.46,normal,ninguna,6.5,alta
7.36,express,valioso,4.43,alta
35.49,normal,ninguna,2.78,media
62.94,normal,ninguna,1.71,media
56.73,normal,valioso,4.57,media
70.34,express,ninguna,3.14,alta
13.91,normal,ninguna,7.66,alta
20.69,normal,ninguna,10.6,alta
4.85,normal,ninguna,3.42,media
36.38,express,valioso,4.35,alta
92.73,normal,ninguna,1.43,media
61.01,normal,valioso,3.64,media
50.66,normal,valioso,3.85,media
4.75,normal,ninguna,3.45,media
15.48,normal,valioso,4.54,media
79.1,express,ninguna,3.6,alta
7.58,express,ninguna,3.45,alta
4.34,express,valioso,3.57,alta
34.78,normal,ninguna,0.64,baja
34.99,normal,valioso,4.75,media
87.47,express,ninguna,3.28,alta
84.17,express,ninguna,3.56,alta
97.46,express,ninguna,3.15,alta
19.41,normal,valioso,3.21,media
39.4,normal,valioso,4.61,media
3.25,normal,ninguna,3.9,media
3.37,normal,ninguna,3.83,media
38.78,express,valioso,3.53,alta
47.49,normal,ninguna,5.21,alta
73.69,normal,valioso,4.33,media
67.85,normal,ninguna,1.8,media
19.62,express,valioso,4.21,alta
5.73,normal,valioso,3.44,media
95.06,express,valioso,4.35,alta
2.25,normal,ninguna,3.79,media
83.95,normal,valioso,3.16,media
1.45,normal,ninguna,3.76,media
12.02,normal,valioso,3.65,media
8.11,express,ninguna,4.17,alta
2.88,normal,ninguna,3.16,media
4.04,express,ninguna,4.81,alta
68.12,normal,ninguna,1.49,media
13.08,normal,valioso,3.24,media
43.64,normal,valioso,3.99,media
44.19,express,valioso,3.73,alta
63.78,express,valioso,4.29,alta
10.9,express,ninguna,4.75,alta
96.1,normal,valioso,4.31,media
11.06,express,ninguna,3.59,alta
4.29,normal,ninguna,3.15,media
50.4,normal,valioso,4.17,media
71.68,normal,valioso,4.14,media
74.29,normal,ninguna,0.38,media
36.5,express,ninguna,10.98,alta
80.62,express,ninguna,4.61,alta
4.43,normal,ninguna,4.27,media
4.39,normal,ninguna,3.44,media
2.02,normal,ninguna,4.17,media
61.77,normal,ninguna,12.14,alta
4.23,normal,ninguna,3.8,media
57.32,express,ninguna,9.69,alta
11.42,express,ninguna,3.22,alta
63.18,normal,ninguna,1.91,media
74.63,express,ninguna,4.54,alta
31.46,express,valioso,3.85,alta
2.07,express,ninguna,3.85,alta
2.39,normal,ninguna,3.54,media
76.41,normal,ninguna,6.46,alta
18.45,normal,valioso,3.8,media
82.99,express,ninguna,3.78,alta
3.27,normal,ninguna,3.18,media
2.3,normal,ninguna,3.99,media
68.64,normal,ninguna,1.73,media
59.96,normal,ninguna,1.74,media
14.22,express,valioso,4.86,alta
98.48,express,ninguna,3.13,alta
92.31,express,valioso,3.54,alta
72.26,express,valioso,4.5,alta
53.55,express,ninguna,3.81,alta
93.52,express,ninguna,4.57,alta
13.62,normal,ninguna,1.82,baja
3.26,express,ninguna,4.43,alta
51.72,normal,ninguna,8.17,alta
60.44,express,valioso,3.32,alta
5.36,express,ninguna,4.46,alta
28.45,normal,ninguna,0.37,baja
95.19,normal,valioso,4.52,media
87.43,express,valioso,4.56,alta
43.31,normal,ninguna,12.09,alta
63.39,express,valioso,4.13,alta
1.66,express,ninguna,3.42,alta
80.3,normal,ninguna,0.39,media
3.06,normal,ninguna,4.65,media
3.0,normal,ninguna,4.35,media
2.43,express,valioso,4.27,alta
76.76,express,valioso,3.78,alta
38.26,normal,ninguna,1.13,baja
85.34,express,ninguna,3.41,alta
45.4,normal,ninguna,2.51,media
9.12,normal,ninguna,8.17,alta
12.8,express,ninguna,3.12,alta
1.6,normal,ninguna,4.57,media
5.43,normal,ninguna,0.17,baja
34.53,express,valioso,4.0,alta
84.41,express,ninguna,4.63,alta
7.0,express,ninguna,3.79,alta
43.51,normal,ninguna,2.82,media
40.74,express,ninguna,13.06,alta
59.51,normal,ninguna,2.65,media
29.42,normal,valioso,4.08,media
23.71,express,valioso,4.2,alta
32.37,express,ninguna,13.63,alta
82.77,normal,valioso,4.33,media
1.08,normal,ninguna,3.56,media
89.09,normal,ninguna,7.88,alta
35.67,normal,ninguna,1.6,baja
29.3,express,ninguna,7.2,alta
76.46,normal,ninguna,1.5,media
5.61,express,ninguna,4.88,alta
7.95,express,ninguna,3.8,alta
87.82,express,valioso,3.69,alta
55.36,express,ninguna,3.8,alta
24.95,express,ninguna,5.16,alta
21.21,normal,ninguna,0.92,baja
78.45,express,ninguna,12.26,alta
78.11,normal,valioso,3.65,media
80.85,normal,ninguna,1.78,media
83.4,express,ninguna,4.55,alta
67.03,express,valioso,4.62,alta
8.47,express,ninguna,3.78,alta
55.16,express,valioso,3.28,alta
88.72,normal,valioso,4.29,media
33.72,normal,ninguna,0.94,baja
2.39,normal,ninguna,3.18,media
3.8,normal,ninguna,4.9,media
33.59,normal,valioso,3.26,media
36.05,normal,ninguna,2.12,baja
5.92,normal,ninguna,6.97,alta
13.66,normal,ninguna,6.78,alta
14.85,express,ninguna,3.97,alta
4.03,normal,ninguna,4.65,media
5.66,express,ninguna,3.51,alta
10.74,express,ninguna,4.14,alta
8.31,express,ninguna,3.31,alta
4.01,normal,ninguna,4.27,media
52.19,express,ninguna,3.68,alta
48.1,normal,ninguna,1.99,baja
64.23,express,ninguna,3.63,alta
9.37,express,ninguna,8.71,alta
1.62,express,ninguna,3.7,alta
54.43,normal,valioso,4.79,media
62.29,normal,ninguna,14.11,alta
26.82,normal,ninguna,1.08,baja
13.5,normal,ninguna,8.54,alta
77.17,normal,valioso,3.75,media
48.38,express,ninguna,9.06,alta
7.64,normal,valioso,3.33,media
52.29,express,valioso,3.25,alta
77.61,express,valioso,4.75,alta
28.05,express,valioso,4.35,alta
71.01,express,ninguna,4.84,alta
2.64,express,ninguna,3.89,alta
3.49,normal,ninguna,4.59,media
66.94,normal,valioso,3.73,media
74.85,express,ninguna,7.38,alta
1.87,normal,ninguna,3.88,media
97.61,express,ninguna,3.27,alta
21.46,normal,valioso,4.07,media
9.86,express,ninguna,3.53,alta
57.6,express,ninguna,3.88,alta
2.46,normal,ninguna,4.23,media
78.36,express,valioso,3.29,alta
8.44,express,ninguna,3.66,alta
2.9,normal,ninguna,3.45,media
14.69,express,ninguna,4.66,alta
65.16,express,ninguna,4.52,alta
2.84,normal,ninguna,3.28,media
42.06,normal,valioso,3.2,media
47.18,normal,ninguna,0.6,baja
3.83,normal,ninguna,4.51,media
93.39,normal,valioso,3.56,media
70.18,express,valioso,3.4,alta
66.22,normal,ninguna,1.19,media
71.51,normal,ninguna,2.57,media
56.39,normal,valioso,4.29,media
40.47,express,valioso,3.29,alta
80.93,normal,ninguna,9.01,alta
90.64,express,valioso,3.24,alta
87.77,express,ninguna,10.0,alta
12.52,express,ninguna,4.67,alta
53.6,express,ninguna,4.06,alta
71.15,express,valioso,4.65,alta
5.76,express,ninguna,4.31,alta
12.19,express,ninguna,3.97,alta
67.05,express,valioso,3.67,alta
21.21,normal,valioso,4.53,media
92.75,express,ninguna,3.62,alta
65.44,express,ninguna,4.58,alta
8.24,express,ninguna,3.44,alta
68.94,normal,valioso,3.21,media
96.62,normal,ninguna,1.08,media
14.29,normal,valioso,3.21,media
52.25,express,ninguna,3.26,alta
28.13,express,ninguna,6.95,alta
17.38,normal,ninguna,0.77,baja
2.46,normal,ninguna,3.69,media
4.63,normal,ninguna,3.35,media
5.15,express,valioso,3.56,alta
21.52,normal,valioso,4.79,media
73.67,normal,valioso,3.84,media
56.54,express,valioso,4.82,alta
85.1,express,valioso,4.02,alta
32.37,express,valioso,3.97,alta
75.2,express,ninguna,3.25,alta
99.9,express,ninguna,5.86,alta
8.88,express,ninguna,4.37,alta
95.01,express,ninguna,3.86,alta
4.59,normal,ninguna,3.84,media
10.61,express,ninguna,4.35,alta
86.44,normal,valioso,4.03,media
62.83,normal,valioso,3.74,media
3.07,normal,ninguna,4.9,media
86.4,express,ninguna,4.7,alta
8.06,normal,ninguna,0.7,baja
79.04,express,valioso,3.36,alta
85.81,normal,ninguna,1.82,media
90.72,normal,valioso,4.69,media
8.68,express,ninguna,4.73,alta
60.45,express,ninguna,3.33,alta
92.04,express,valioso,4.11,alta
45.07,normal,ninguna,0.3,baja
73.81,express,ninguna,4.18,alta
11.32,normal,ninguna,0.77,baja
14.68,express,valioso,3.19,alta
2.24,normal,ninguna,4.06,media
5.17,express,ninguna,3.11,alta
40.04,express,valioso,3.76,alta
94.31,express,ninguna,9.74,alta
4.46,express,ninguna,3.5,alta
8.05,express,ninguna,4.49,alta
41.03,express,ninguna,9.46,alta
56.96,express,ninguna,3.3,alta
83.02,express,ninguna,11.21,alta
1.99,normal,ninguna,3.88,media
15.86,express,valioso,4.02,alta
63.01,normal,valioso,3.72,media
4.66,normal,ninguna,4.61,media
4.7,normal,ninguna,3.71,media
2.86,express,ninguna,3.78,alta
47.79,normal,valioso,3.43,media
54.39,express,ninguna,4.17,alta
1.96,express,ninguna,4.76,alta
6.18,express,ninguna,4.83,alta
43.69,normal,valioso,3.93,media
71.54,express,valioso,4.11,alta
26.97,normal,valioso,4.72,media
70.99,express,ninguna,4.73,alta
55.59,normal,valioso,4.22,media
29.99,express,ninguna,7.7,alta
4.62,normal,ninguna,3.84,media
13.01,express,ninguna,4.02,alta
9.09,express,ninguna,4.1,alta
32.63,normal,ninguna,9.81,alta
1.25,normal,ninguna,3.2,media
53.53,normal,ninguna,0.11,media
2.26,normal,ninguna,4.06,media
86.73,normal,valioso,4.88,media
3.04,express,ninguna,4.2,alta
44.76,express,valioso,3.95,alta
15.95,normal,valioso,3.8,media
41.58,express,valioso,4.81,alta
72.11,express,ninguna,4.23,alta
44.93,express,ninguna,7.03,alta
12.72,express,ninguna,4.36,alta
69.3,express,ninguna,3.69,alta
80.17,express,ninguna,4.64,alta
6.19,express,ninguna,3.16,alta
85.24,express,valioso,3.32,alta
75.06,normal,valioso,4.58,media
3.15,normal,ninguna,4.39,media
18.48,express,valioso,4.05,alta
75.29,express,ninguna,4.27,alta
37.35,normal,valioso,4.59,media
57.52,express,valioso,4.9,alta
65.87,normal,ninguna,0.13,media
89.12,normal,ninguna,6.86,alta
3.96,normal,ninguna,4.3,media
69.48,express,ninguna,3.87,alta
96.23,express,ninguna,13.61,alta
3.22,express,ninguna,3.95,alta
12.28,express,ninguna,3.55,alta
29.06,normal,valioso,3.43,media
98.51,express,ninguna,4.69,alta
58.21,express,valioso,4.73,alta
3.86,express,ninguna,3.92,alta
36.9,normal,valioso,4.37,media
20.19,express,valioso,4.6,alta
39.19,normal,ninguna,2.74,media
1.49,express,ninguna,4.35,alta
36.52,normal,ninguna,2.33,baja
32.76,normal,ninguna,0.47,baja
1.83,normal,ninguna,3.39,media
13.29,express,ninguna,4.03,alta
2.3,normal,ninguna,3.35,media
10.81,normal,valioso,3.46,media
83.2,normal,valioso,4.59,media
1.82,express,ninguna,3.66,alta
56.46,normal,valioso,3.61,media
4.52,normal,ninguna,3.92,media
89.96,normal,ninguna,0.74,media
12.94,express,valioso,4.3,alta
91.22,normal,ninguna,2.35,media
2.8,express,ninguna,3.71,alta
1.69,normal,ninguna,4.83,media
3.27,normal,ninguna,3.33,media
36.11,express,ninguna,14.28,alta
5.9,express,ninguna,4.12,alta
3.95,express,ninguna,3.98,alta
1.57,normal,ninguna,3.65,media
4.73,normal,ninguna,3.33,media
93.78,normal,ninguna,12.5,alta
90.47,normal,ninguna,2.39,media
30.47,normal,ninguna,9.46,alta
8.74,express,ninguna,10.94,alta
31.87,normal,ninguna,0.64,baja
2.95,normal,ninguna,4.66,media
42.17,normal,ninguna,10.5,alta
1.83,normal,ninguna,3.9,media
73.86,express,ninguna,8.28,alta
19.54,normal,valioso,3.25,media
6.09,normal,valioso,3.48,media
6.79,express,ninguna,4.13,alta
55.52,normal,ninguna,1.33,media
24.06,normal,valioso,3.82,media
99.53,normal,ninguna,2.14,media
62.53,express,ninguna,4.31,alta
80.86,normal,valioso,3.89,media
10.98,normal,valioso,4.64,media
42.76,normal,ninguna,13.27,alta
28.11,express,valioso,4.35,alta
80.79,express,ninguna,3.47,alta
42.21,normal,valioso,3.48,media
43.61,normal,valioso,3.28,media
14.27,express,ninguna,4.29,alta
15.99,normal,valioso,4.79,media
40.31,normal,ninguna,2.36,baja
75.67,normal,valioso,4.79,media
1.23,express,ninguna,4.26,alta
10.81,normal,valioso,4.32,media
11.97,express,valioso,4.05,alta
79.83,normal,ninguna,12.01,alta
14.85,normal,ninguna,10.15,alta
22.97,express,valioso,4.06,alta
4.69,normal,ninguna,4.42,media
58.51,normal,ninguna,2.17,media
7.52,express,ninguna,4.59,alta
22.1,normal,ninguna,0.78,baja
4.68,normal,ninguna,3.88,media
55.4,normal,valioso,4.54,media
36.12,normal,valioso,4.5,media
13.13,express,ninguna,3.58,alta
4.42,express,ninguna,4.54,alta
13.25,express,ninguna,4.77,alta
1.92,normal,ninguna,3.59,media
97.14,normal,ninguna,0.59,media
15.66,normal,ninguna,0.97,baja
98.96,normal,valioso,3.34,media
2.11,normal,ninguna,3.36,media
91.8,normal,ninguna,9.72,alta
4.81,normal,ninguna,3.54,media
58.35,express,ninguna,4.61,alta
81.98,express,ninguna,4.84,alta
73.34,express,valioso,4.55,alta
61.53,express,valioso,4.11,alta
2.49,normal,ninguna,4.43,media
73.16,express,ninguna,4.64,alta
53.65,express,ninguna,4.21,alta
40.89,normal,valioso,3.57,media
14.28,express,ninguna,4.02,alta
99.05,normal,ninguna,12.35,alta
35.28,express,valioso,4.3,alta
77.47,express,ninguna,10.0,alta
4.53,normal,ninguna,3.23,media
96.66,normal,ninguna,0.52,media
68.34,normal,valioso,3.55,media
9.69,express,valioso,4.25,alta
5.24,express,ninguna,4.56,alta
49.72,normal,ninguna,11.34,alta
1.99,normal,ninguna,3.44,media
47.61,normal,valioso,4.75,media
65.57,normal,ninguna,9.99,alta
11.63,express,valioso,4.35,alta
57.41,express,ninguna,3.21,alta
15.59,normal,ninguna,11.23,alta
63.49,express,ninguna,3.89,alta
11.37,express,ninguna,4.54,alta
53.23,express,ninguna,3.99,alta
6.41,normal,ninguna,2.71,media
27.55,normal,ninguna,1.87,baja
38.87,express,valioso,3.68,alta
13.75,normal,ninguna,13.45,alta
11.52,express,ninguna,4.68,alta
84.76,express,ninguna,4.42,alta
3.99,normal,ninguna,3.67,media
98.81,express,ninguna,4.03,alta
60.77,express,valioso,4.17,alta
53.41,normal,ninguna,1.7,media
19.81,express,valioso,3.42,alta
98.62,normal,ninguna,1.45,media
2.39,normal,ninguna,4.9,media
1.47,express,ninguna,4.01,alta
82.72,express,ninguna,9.76,alta
63.87,normal,ninguna,2.58,media
23.56,normal,ninguna,1.05,baja
74.73,express,ninguna,14.37,alta
68.02,normal,ninguna,0.97,media
92.38,express,valioso,4.57,alta
1.47,express,ninguna,3.74,alta
42.91,normal,ninguna,7.88,alta
79.15,express,valioso,3.5,alta
94.27,express,ninguna,3.35,alta
28.26,normal,valioso,4.13,media
5.73,normal,ninguna,1.31,baja
7.73,express,valioso,3.61,alta
60.09,express,ninguna,14.27,alta
84.15,express,ninguna,4.9,alta
95.61,express,ninguna,4.19,alta
5.37,normal,ninguna,2.77,media
3.93,normal,ninguna,14.71,alta
1.71,normal,ninguna,3.9,media
99.86,express,valioso,3.98,alta
84.14,express,ninguna,5.21,alta
81.2,express,valioso,4.7,alta
57.32,express,ninguna,4.16,alta
4.78,normal,ninguna,4.17,media
23.36,express,ninguna,11.56,alta
82.09,express,valioso,4.1,alta
3.36,normal,ninguna,3.43,media
4.89,normal,ninguna,4.42,media
13.78,express,ninguna,3.72,alta
70.07,express,ninguna,3.7,alta
73.38,express,valioso,3.52,alta
81.02,express,ninguna,4.79,alta
67.56,express,ninguna,4.23,alta
4.24,normal,ninguna,4.58,media
55.81,normal,valioso,3.55,media
58.69,express,ninguna,3.86,alta
58.17,express,ninguna,4.67,alta
11.47,normal,ninguna,1.29,baja
80.84,express,ninguna,3.35,alta
45.77,express,valioso,4.76,alta
61.73,express,valioso,3.8,alta
2.24,normal,ninguna,3.96,media
69.68,normal,ninguna,5.11,alta
44.47,normal,valioso,3.43,media
47.32,express,valioso,4.62,alta
22.74,normal,ninguna,1.69,baja
2.15,normal,ninguna,4.01,media
36.33,normal,valioso,4.12,media
4.33,express,ninguna,3.97,alta
4.56,normal,ninguna,3.26,media
85.06,express,ninguna,4.35,alta
28.21,express,valioso,3.97,alta
4.73,normal,ninguna,4.37,media
83.95,express,ninguna,4.03,alta
51.87,express,ninguna,13.28,alta
83.51,normal,ninguna,9.32,alta
63.33,normal,valioso,4.3,media
3.45,express,valioso,4.46,alta
66.93,express,ninguna,3.4,alta
92.27,express,ninguna,4.82,alta
25.54,normal,ninguna,1.81,baja
2.92,express,ninguna,3.76,alta
12.55,express,ninguna,4.66,alta
79.21,express,ninguna,4.54,alta
12.29,express,ninguna,4.52,alta
45.39,normal,ninguna,1.53,baja
83.23,express,ninguna,4.08,alta
4.24,normal,ninguna,4.32,media
99.23,express,ninguna,4.4,alta
98.44,express,ninguna,3.63,alta
36.84,normal,valioso,4.39,media
3.1,normal,ninguna,4.56,media
39.89,normal,ninguna,6.79,alta
8.36,normal,ninguna,2.64,media
88.64,express,valioso,4.38,alta
71.65,express,ninguna,6.17,alta
56.8,express,valioso,3.84,alta
3.72,normal,ninguna,4.0,media
74.25,normal,ninguna,1.76,media
41.58,normal,valioso,3.47,media
3.51,normal,ninguna,3.97,media
50.17,normal,ninguna,0.41,media
88.61,express,ninguna,3.19,alta
65.3,express,ninguna,3.5,alta
1.21,express,ninguna,3.99,alta
14.83,express,ninguna,4.63,alta
61.41,normal,valioso,4.5,media
4.03,normal,ninguna,4.05,media
91.41,express,ninguna,4.29,alta
14.36,express,ninguna,4.15,alta
63.82,normal,ninguna,0.37,media
2.66,normal,ninguna,3.41,media
3.31,normal,ninguna,4.0,media
5.31,normal,ninguna,2.74,media
7.62,express,ninguna,3.72,alta
94.14,express,ninguna,3.99,alta
32.63,normal,ninguna,10.03,alta
89.58,express,valioso,3.18,alta
4.45,normal,ninguna,3.59,media
92.66,normal,ninguna,2.06,media
16.98,normal,ninguna,1.46,baja
2.2,normal,ninguna,4.48,media
2.77,normal,ninguna,4.05,media
53.74,normal,valioso,4.25,media
72.01,express,valioso,3.66,alta
29.54,normal,ninguna,1.31,baja
43.78,express,valioso,3.63,alta
6.32,express,ninguna,3.44,alta
63.86,express,ninguna,4.35,alta
5.26,express,ninguna,4.23,alta
18.29,express,valioso,3.46,alta
37.28,normal,valioso,3.45,media
3.17,normal,ninguna,3.48,media
1.41,normal,ninguna,3.73,media
45.41,express,valioso,4.84,alta
12.32,express,ninguna,4.73,alta
62.37,normal,valioso,3.35,media
70.09,normal,ninguna,2.65,media
3.87,normal,ninguna,3.11,media
16.6,normal,valioso,4.53,media
10.14,express,ninguna,4.67,alta
29.49,normal,ninguna,0.94,baja
7.83,express,ninguna,4.51,alta
9.19,express,valioso,3.35,alta
7.78,express,ninguna,4.62,alta
1.86,normal,ninguna,3.68,media
72.21,express,valioso,4.43,alta
10.71,express,ninguna,3.24,alta
59.46,express,valioso,4.71,alta
74.57,express,valioso,3.91,alta
56.78,normal,ninguna,0.11,media
4.95,express,ninguna,3.17,alta
26.74,normal,ninguna,12.81,alta
14.72,express,valioso,3.53,alta
67.36,normal,ninguna,13.58,alta
2.22,normal,ninguna,3.2,media
18.79,normal,valioso,4.47,media
1.48,normal,ninguna,4.33,media
3.24,normal,ninguna,4.03,media
2.12,normal,ninguna,4.27,media
2.12,normal,ninguna,3.12,media
65.9,normal,ninguna,13.21,alta
7.96,express,ninguna,3.53,alta
57.69,express,ninguna,3.21,alta
50.05,normal,ninguna,2.64,media
1.97,normal,ninguna,3.24,media
3.38,normal,ninguna,3.64,media
13.76,express,ninguna,4.03,alta
10.43,express,ninguna,3.12,alta
3.75,normal,ninguna,3.71,media
3.35,express,ninguna,3.35,alta
4.34,normal,ninguna,3.48,media
41.89,normal,ninguna,0.45,baja
4.59,express,ninguna,3.82,alta
78.18,normal,ninguna,1.15,media
21.98,normal,ninguna,12.66,alta
11.9,express,ninguna,3.34,alta
11.18,express,ninguna,3.76,alta
87.5,express,valioso,4.05,alta
43.52,express,valioso,4.44,alta
48.13,express,valioso,3.42,alta
1.55,express,ninguna,3.63,alta
84.83,express,valioso,3.83,alta
73.43,normal,valioso,3.44,media
99.95,express,ninguna,3.78,alta
71.93,normal,valioso,3.84,media
86.07,express,ninguna,6.82,alta
6.15,express,ninguna,3.34,alta
10.46,express,ninguna,3.92,alta
53.32,normal,valioso,3.81,media
3.76,normal,ninguna,4.79,media
8.9,express,ninguna,4.77,alta
56.07,express,ninguna,3.74,alta
13.84,normal,ninguna,0.36,baja
6.35,express,ninguna,4.15,alta
1.92,normal,ninguna,4.61,media
52.03,express,valioso,4.86,alta
96.09,express,ninguna,3.65,alta
46.64,normal,valioso,4.16,media
88.76,normal,ninguna,0.49,media
82.93,normal,valioso,4.1,media
62.5,express,ninguna,4.87,alta
67.99,express,ninguna,3.9,alta
26.22,normal,valioso,3.73,media
11.56,express,ninguna,3.34,alta
86.93,express,ninguna,7.72,alta
1.48,express,ninguna,3.28,alta
97.25,normal,ninguna,1.59,media
41.65,normal,ninguna,7.03,alta
3.14,normal,ninguna,3.75,media
93.92,express,ninguna,4.27,alta
31.93,express,ninguna,13.93,alta
72.29,express,ninguna,3.37,alta
6.62,express,ninguna,4.86,alta
53.88,express,ninguna,14.84,alta
40.22,normal,valioso,3.9,media
56.09,normal,valioso,3.15,media
94.01,express,ninguna,4.05,alta
3.27,normal,ninguna,3.15,media
40.67,normal,ninguna,1.46,baja
23.33,express,valioso,3.44,alta
51.23,express,ninguna,3.64,alta
10.65,normal,valioso,4.26,media
31.49,express,ninguna,10.24,alta
2.47,express,ninguna,3.88,alta
8.56,normal,valioso,3.5,media
92.2,express,ninguna,4.42,alta
24.99,express,valioso,4.53,alta
51.05,express,ninguna,3.82,alta
65.78,express,ninguna,3.59,alta
7.7,express,ninguna,4.07,alta
52.31,express,valioso,3.23,alta
91.0,express,ninguna,12.0,alta
5.98,express,ninguna,3.22,alta
34.51,normal,valioso,4.41,media
1.85,normal,ninguna,3.62,media
39.97,normal,valioso,3.12,media
3.77,normal,ninguna,3.82,media
2.76,normal,ninguna,3.33,media
2.57,normal,ninguna,3.52,media
83.9,normal,valioso,4.79,media
91.44,express,valioso,3.22,alta
3.46,normal,ninguna,3.94,media
5.1,express,ninguna,4.51,alta
79.63,express,valioso,4.05,alta
27.34,express,ninguna,5.88,alta
52.16,express,ninguna,13.71,alta
6.45,express,ninguna,3.25,alta
2.8,normal,ninguna,3.28,media
28.92,express,ninguna,10.56,alta
8.03,express,ninguna,4.78,alta
96.17,express,ninguna,3.42,alta
51.09,normal,ninguna,1.34,media
24.5,normal,valioso,4.24,media
9.93,express,ninguna,3.83,alta
32.92,normal,ninguna,0.35,baja
3.75,normal,ninguna,3.58,media
95.62,express,valioso,3.87,alta
4.09,normal,ninguna,3.33,media
